"dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","F","p.value","ndf","ddf","name"
"msni","idp_settlement","1","no",0.120532640739704,NA,0.0687877146408211,0.172277566838586,NA,NA,30.8919670539499,2.97750876536895e-18,2.76289393234264,2293.20196384439,"Pearson's X^2: Rao & Scott adjustment"
"msni","idp_settlement","2","no",0.770103859660674,NA,0.72786771833647,0.812340000984878,NA,NA,30.8919670539499,2.97750876536895e-18,2.76289393234264,2293.20196384439,"Pearson's X^2: Rao & Scott adjustment"
"msni","idp_settlement","3","no",0.106412538212222,NA,0.0792896661768956,0.133535410247548,NA,NA,30.8919670539499,2.97750876536895e-18,2.76289393234264,2293.20196384439,"Pearson's X^2: Rao & Scott adjustment"
"msni","idp_settlement","4","no",0.00295096138740057,NA,-0.000916995548433022,0.00681891832323416,NA,NA,30.8919670539499,2.97750876536895e-18,2.76289393234264,2293.20196384439,"Pearson's X^2: Rao & Scott adjustment"
"msni","idp_settlement","1","yes",0.0148064141655906,NA,0.0062823121309712,0.0233305162002101,NA,NA,30.8919670539499,2.97750876536895e-18,2.76289393234264,2293.20196384439,"Pearson's X^2: Rao & Scott adjustment"
"msni","idp_settlement","2","yes",0.715345957806767,NA,0.681167273355179,0.749524642258355,NA,NA,30.8919670539499,2.97750876536895e-18,2.76289393234264,2293.20196384439,"Pearson's X^2: Rao & Scott adjustment"
"msni","idp_settlement","3","yes",0.265200450179883,NA,0.231977430353927,0.298423470005839,NA,NA,30.8919670539499,2.97750876536895e-18,2.76289393234264,2293.20196384439,"Pearson's X^2: Rao & Scott adjustment"
"msni","idp_settlement","4","yes",0.00464717784775883,NA,-0.000467891442623874,0.00976224713814153,NA,NA,30.8919670539499,2.97750876536895e-18,2.76289393234264,2293.20196384439,"Pearson's X^2: Rao & Scott adjustment"
"pev_score","idp_settlement","1","no",0.0554127020447529,NA,0.0272623799809513,0.0835630241085546,NA,NA,72.9454237561047,7.68088101249006e-30,1.91163695552742,1586.65867308776,"Pearson's X^2: Rao & Scott adjustment"
"pev_score","idp_settlement","2","no",0.753031125901487,NA,0.711270031913806,0.794792219889168,NA,NA,72.9454237561047,7.68088101249006e-30,1.91163695552742,1586.65867308776,"Pearson's X^2: Rao & Scott adjustment"
"pev_score","idp_settlement","3","no",0.19155617205376,NA,0.155136754019975,0.227975590087545,NA,NA,72.9454237561047,7.68088101249006e-30,1.91163695552742,1586.65867308776,"Pearson's X^2: Rao & Scott adjustment"
"pev_score","idp_settlement","1","yes",0.0309187058613642,NA,0.0173996276540524,0.0444377840686759,NA,NA,72.9454237561047,7.68088101249006e-30,1.91163695552742,1586.65867308776,"Pearson's X^2: Rao & Scott adjustment"
"pev_score","idp_settlement","2","yes",0.440769582842669,NA,0.401159947343683,0.480379218341655,NA,NA,72.9454237561047,7.68088101249006e-30,1.91163695552742,1586.65867308776,"Pearson's X^2: Rao & Scott adjustment"
"pev_score","idp_settlement","3","yes",0.528311711295967,NA,0.484924155048833,0.5716992675431,NA,NA,72.9454237561047,7.68088101249006e-30,1.91163695552742,1586.65867308776,"Pearson's X^2: Rao & Scott adjustment"
"hhh_score","idp_settlement","1","no",0.283982210057425,NA,0.246304860895655,0.321659559219196,NA,NA,1.28833781475992,0.271664134732376,4.08584165482046,3391.24857350098,"Pearson's X^2: Rao & Scott adjustment"
"hhh_score","idp_settlement","2","no",0.575223755865492,NA,0.52135309322523,0.629094418505753,NA,NA,1.28833781475992,0.271664134732376,4.08584165482046,3391.24857350098,"Pearson's X^2: Rao & Scott adjustment"
"hhh_score","idp_settlement","3","no",0.0607794398948242,NA,0.0428485235357708,0.0787103562538775,NA,NA,1.28833781475992,0.271664134732376,4.08584165482046,3391.24857350098,"Pearson's X^2: Rao & Scott adjustment"
"hhh_score","idp_settlement","4","no",0.0698802461207702,NA,0.0540757052085141,0.0856847870330263,NA,NA,1.28833781475992,0.271664134732376,4.08584165482046,3391.24857350098,"Pearson's X^2: Rao & Scott adjustment"
"hhh_score","idp_settlement","5","no",0.00397352894436839,NA,0.00158739270855037,0.00635966518018641,NA,NA,1.28833781475992,0.271664134732376,4.08584165482046,3391.24857350098,"Pearson's X^2: Rao & Scott adjustment"
"hhh_score","idp_settlement","6","no",0.00523250996526404,NA,0.0023771530339318,0.00808786689659629,NA,NA,1.28833781475992,0.271664134732376,4.08584165482046,3391.24857350098,"Pearson's X^2: Rao & Scott adjustment"
"hhh_score","idp_settlement","7","no",0.000524692113595427,NA,-0.00022955749517775,0.0012789417223686,NA,NA,1.28833781475992,0.271664134732376,4.08584165482046,3391.24857350098,"Pearson's X^2: Rao & Scott adjustment"
"hhh_score","idp_settlement","8","no",0.000403617038260464,NA,-0.00034948394278685,0.00115671801930778,NA,NA,1.28833781475992,0.271664134732376,4.08584165482046,3391.24857350098,"Pearson's X^2: Rao & Scott adjustment"
"hhh_score","idp_settlement","1","yes",0.243222827597038,NA,0.213990030684391,0.272455624509686,NA,NA,1.28833781475992,0.271664134732376,4.08584165482046,3391.24857350098,"Pearson's X^2: Rao & Scott adjustment"
"hhh_score","idp_settlement","2","yes",0.612649256359565,NA,0.581411363304539,0.643887149414591,NA,NA,1.28833781475992,0.271664134732376,4.08584165482046,3391.24857350098,"Pearson's X^2: Rao & Scott adjustment"
"hhh_score","idp_settlement","3","yes",0.0548937848552379,NA,0.0415567536847727,0.0682308160257032,NA,NA,1.28833781475992,0.271664134732376,4.08584165482046,3391.24857350098,"Pearson's X^2: Rao & Scott adjustment"
"hhh_score","idp_settlement","4","yes",0.0818567882226558,NA,0.0625653462562115,0.1011482301891,NA,NA,1.28833781475992,0.271664134732376,4.08584165482046,3391.24857350098,"Pearson's X^2: Rao & Scott adjustment"
"hhh_score","idp_settlement","5","yes",0.00516538451469396,NA,0.000939698597389141,0.00939107043199879,NA,NA,1.28833781475992,0.271664134732376,4.08584165482046,3391.24857350098,"Pearson's X^2: Rao & Scott adjustment"
"hhh_score","idp_settlement","6","yes",0.00213992969337842,NA,-0.000749930532438242,0.00502978991919509,NA,NA,1.28833781475992,0.271664134732376,4.08584165482046,3391.24857350098,"Pearson's X^2: Rao & Scott adjustment"
"hhh_score","idp_settlement","7","yes",2.16912982387683e-05,NA,-2.18418161028853e-05,6.52244125804218e-05,NA,NA,1.28833781475992,0.271664134732376,4.08584165482046,3391.24857350098,"Pearson's X^2: Rao & Scott adjustment"
"hhh_score","idp_settlement","8","yes",5.03374591917211e-05,NA,-5.0680241141281e-05,0.000151355159524723,NA,NA,1.28833781475992,0.271664134732376,4.08584165482046,3391.24857350098,"Pearson's X^2: Rao & Scott adjustment"
"primary_income_earner_score","idp_settlement","1","no",0.601555322911126,NA,0.573266762133394,0.629843883688859,NA,NA,9.55209961647029,1.09754522465369e-09,5.43870339860506,4514.1238208422,"Pearson's X^2: Rao & Scott adjustment"
"primary_income_earner_score","idp_settlement","2","no",0.275522319853789,NA,0.250421079875922,0.300623559831657,NA,NA,9.55209961647029,1.09754522465369e-09,5.43870339860506,4514.1238208422,"Pearson's X^2: Rao & Scott adjustment"
"primary_income_earner_score","idp_settlement","3","no",0.0731642895454212,NA,0.0564230037918082,0.0899055752990342,NA,NA,9.55209961647029,1.09754522465369e-09,5.43870339860506,4514.1238208422,"Pearson's X^2: Rao & Scott adjustment"
"primary_income_earner_score","idp_settlement","4","no",0.0409176988303508,NA,0.0310350777843379,0.0508003198763637,NA,NA,9.55209961647029,1.09754522465369e-09,5.43870339860506,4514.1238208422,"Pearson's X^2: Rao & Scott adjustment"
"primary_income_earner_score","idp_settlement","5","no",0.0066268881889109,NA,0.00213717311700857,0.0111166032608132,NA,NA,9.55209961647029,1.09754522465369e-09,5.43870339860506,4514.1238208422,"Pearson's X^2: Rao & Scott adjustment"
"primary_income_earner_score","idp_settlement","6","no",0.00148126228437534,NA,-3.63895901229331e-05,0.00299891415887361,NA,NA,9.55209961647029,1.09754522465369e-09,5.43870339860506,4514.1238208422,"Pearson's X^2: Rao & Scott adjustment"
"primary_income_earner_score","idp_settlement","7","no",6.551624470618e-05,NA,-7.21763344868582e-05,0.000203208823899218,NA,NA,9.55209961647029,1.09754522465369e-09,5.43870339860506,4514.1238208422,"Pearson's X^2: Rao & Scott adjustment"
"primary_income_earner_score","idp_settlement","8","no",0.000666702141319659,NA,-0.000597338434837859,0.00193074271747718,NA,NA,9.55209961647029,1.09754522465369e-09,5.43870339860506,4514.1238208422,"Pearson's X^2: Rao & Scott adjustment"
"primary_income_earner_score","idp_settlement","1","yes",0.51000413211832,NA,0.473768914811731,0.546239349424908,NA,NA,9.55209961647029,1.09754522465369e-09,5.43870339860506,4514.1238208422,"Pearson's X^2: Rao & Scott adjustment"
"primary_income_earner_score","idp_settlement","2","yes",0.368866225850336,NA,0.330723910605606,0.407008541095066,NA,NA,9.55209961647029,1.09754522465369e-09,5.43870339860506,4514.1238208422,"Pearson's X^2: Rao & Scott adjustment"
"primary_income_earner_score","idp_settlement","3","yes",0.0572496254856331,NA,0.0436839079871429,0.0708153429841234,NA,NA,9.55209961647029,1.09754522465369e-09,5.43870339860506,4514.1238208422,"Pearson's X^2: Rao & Scott adjustment"
"primary_income_earner_score","idp_settlement","4","yes",0.0478390981502295,NA,0.0339390492943568,0.0617391470061023,NA,NA,9.55209961647029,1.09754522465369e-09,5.43870339860506,4514.1238208422,"Pearson's X^2: Rao & Scott adjustment"
"primary_income_earner_score","idp_settlement","5","yes",0.00515367771285885,NA,0.00104372770623675,0.00926362771948095,NA,NA,9.55209961647029,1.09754522465369e-09,5.43870339860506,4514.1238208422,"Pearson's X^2: Rao & Scott adjustment"
"primary_income_earner_score","idp_settlement","6","yes",0.000856116255994548,NA,-0.000194940100365108,0.0019071726123542,NA,NA,9.55209961647029,1.09754522465369e-09,5.43870339860506,4514.1238208422,"Pearson's X^2: Rao & Scott adjustment"
"primary_income_earner_score","idp_settlement","7","yes",0.00654748377526087,NA,0.000400020949199348,0.0126949466013224,NA,NA,9.55209961647029,1.09754522465369e-09,5.43870339860506,4514.1238208422,"Pearson's X^2: Rao & Scott adjustment"
"primary_income_earner_score","idp_settlement","8","yes",0.00348364065136701,NA,-0.00100725142025404,0.00797453272298806,NA,NA,9.55209961647029,1.09754522465369e-09,5.43870339860506,4514.1238208422,"Pearson's X^2: Rao & Scott adjustment"
"vulnerable_members_score","idp_settlement","1","no",0.614430832845932,NA,0.5793898932703,0.649471772421564,NA,NA,2.44527205089981,0.0230939939406899,6.00191795853638,4981.5919055852,"Pearson's X^2: Rao & Scott adjustment"
"vulnerable_members_score","idp_settlement","2","no",0.0198255031079778,NA,0.00975384434940223,0.0298971618665533,NA,NA,2.44527205089981,0.0230939939406899,6.00191795853638,4981.5919055852,"Pearson's X^2: Rao & Scott adjustment"
"vulnerable_members_score","idp_settlement","3","no",0.25420428219465,NA,0.224202312785432,0.284206251603867,NA,NA,2.44527205089981,0.0230939939406899,6.00191795853638,4981.5919055852,"Pearson's X^2: Rao & Scott adjustment"
"vulnerable_members_score","idp_settlement","4","no",0.0464633589607508,NA,0.0343396625172873,0.0585870554042143,NA,NA,2.44527205089981,0.0230939939406899,6.00191795853638,4981.5919055852,"Pearson's X^2: Rao & Scott adjustment"
"vulnerable_members_score","idp_settlement","5","no",0.0204771086836489,NA,0.0123050772790123,0.0286491400882856,NA,NA,2.44527205089981,0.0230939939406899,6.00191795853638,4981.5919055852,"Pearson's X^2: Rao & Scott adjustment"
"vulnerable_members_score","idp_settlement","6","no",0.00616550941499797,NA,0.00285194906812934,0.0094790697618666,NA,NA,2.44527205089981,0.0230939939406899,6.00191795853638,4981.5919055852,"Pearson's X^2: Rao & Scott adjustment"
"vulnerable_members_score","idp_settlement","7","no",0.0193052714393716,NA,0.0106327608448239,0.0279777820339192,NA,NA,2.44527205089981,0.0230939939406899,6.00191795853638,4981.5919055852,"Pearson's X^2: Rao & Scott adjustment"
"vulnerable_members_score","idp_settlement","8","no",0.0191281333526713,NA,0.007865883347952,0.0303903833573906,NA,NA,2.44527205089981,0.0230939939406899,6.00191795853638,4981.5919055852,"Pearson's X^2: Rao & Scott adjustment"
"vulnerable_members_score","idp_settlement","1","yes",0.579814279522529,NA,0.543834848993396,0.615793710051662,NA,NA,2.44527205089981,0.0230939939406899,6.00191795853638,4981.5919055852,"Pearson's X^2: Rao & Scott adjustment"
"vulnerable_members_score","idp_settlement","2","yes",0.0374306800094412,NA,0.0238027238732433,0.0510586361456391,NA,NA,2.44527205089981,0.0230939939406899,6.00191795853638,4981.5919055852,"Pearson's X^2: Rao & Scott adjustment"
"vulnerable_members_score","idp_settlement","3","yes",0.222451266568961,NA,0.196780645316209,0.248121887821713,NA,NA,2.44527205089981,0.0230939939406899,6.00191795853638,4981.5919055852,"Pearson's X^2: Rao & Scott adjustment"
"vulnerable_members_score","idp_settlement","4","yes",0.0708757266477688,NA,0.0554418174306337,0.0863096358649039,NA,NA,2.44527205089981,0.0230939939406899,6.00191795853638,4981.5919055852,"Pearson's X^2: Rao & Scott adjustment"
"vulnerable_members_score","idp_settlement","5","yes",0.0314500942825742,NA,0.0207746457751137,0.0421255427900346,NA,NA,2.44527205089981,0.0230939939406899,6.00191795853638,4981.5919055852,"Pearson's X^2: Rao & Scott adjustment"
"vulnerable_members_score","idp_settlement","6","yes",0.00845320071959024,NA,0.000957025678466767,0.0159493757607137,NA,NA,2.44527205089981,0.0230939939406899,6.00191795853638,4981.5919055852,"Pearson's X^2: Rao & Scott adjustment"
"vulnerable_members_score","idp_settlement","7","yes",0.0275999220763095,NA,0.0174673360492351,0.037732508103384,NA,NA,2.44527205089981,0.0230939939406899,6.00191795853638,4981.5919055852,"Pearson's X^2: Rao & Scott adjustment"
"vulnerable_members_score","idp_settlement","8","yes",0.021924830172826,NA,0.0139565611970876,0.0298930991485644,NA,NA,2.44527205089981,0.0230939939406899,6.00191795853638,4981.5919055852,"Pearson's X^2: Rao & Scott adjustment"
"id_score","idp_settlement","1","no",0.229108821908887,NA,0.167585978324883,0.290631665492891,NA,NA,20.9897550416476,2.30407187319334e-12,2.71239574678967,2226.87690811432,"Pearson's X^2: Rao & Scott adjustment"
"id_score","idp_settlement","2","no",0.390168474679453,NA,0.34239252380109,0.437944425557815,NA,NA,20.9897550416476,2.30407187319334e-12,2.71239574678967,2226.87690811432,"Pearson's X^2: Rao & Scott adjustment"
"id_score","idp_settlement","3","no",0.0851846642938685,NA,0.0534333704055903,0.116935958182147,NA,NA,20.9897550416476,2.30407187319334e-12,2.71239574678967,2226.87690811432,"Pearson's X^2: Rao & Scott adjustment"
"id_score","idp_settlement","4","no",0.295538039117792,NA,0.235982450505565,0.355093627730019,NA,NA,20.9897550416476,2.30407187319334e-12,2.71239574678967,2226.87690811432,"Pearson's X^2: Rao & Scott adjustment"
"id_score","idp_settlement","1","yes",0.0769639977462848,NA,0.0594087420710534,0.0945192534215162,NA,NA,20.9897550416476,2.30407187319334e-12,2.71239574678967,2226.87690811432,"Pearson's X^2: Rao & Scott adjustment"
"id_score","idp_settlement","2","yes",0.27235200971197,NA,0.230191374922422,0.314512644501519,NA,NA,20.9897550416476,2.30407187319334e-12,2.71239574678967,2226.87690811432,"Pearson's X^2: Rao & Scott adjustment"
"id_score","idp_settlement","3","yes",0.127979073731751,NA,0.101632684544833,0.15432546291867,NA,NA,20.9897550416476,2.30407187319334e-12,2.71239574678967,2226.87690811432,"Pearson's X^2: Rao & Scott adjustment"
"id_score","idp_settlement","4","yes",0.522704918809994,NA,0.476684765377242,0.568725072242745,NA,NA,20.9897550416476,2.30407187319334e-12,2.71239574678967,2226.87690811432,"Pearson's X^2: Rao & Scott adjustment"
"adr_score","idp_settlement","1","no",0.0783695396553813,NA,0.0530249181185027,0.10371416119226,NA,NA,8.09398539483529,2.77094257845212e-08,5.60442498950292,4651.67274128743,"Pearson's X^2: Rao & Scott adjustment"
"adr_score","idp_settlement","2","no",0.0139342583388429,NA,0.00790415675296384,0.0199643599247221,NA,NA,8.09398539483529,2.77094257845212e-08,5.60442498950292,4651.67274128743,"Pearson's X^2: Rao & Scott adjustment"
"adr_score","idp_settlement","3","no",0.0267124137846333,NA,0.0152342383887857,0.0381905891804809,NA,NA,8.09398539483529,2.77094257845212e-08,5.60442498950292,4651.67274128743,"Pearson's X^2: Rao & Scott adjustment"
"adr_score","idp_settlement","4","no",0.100791300470073,NA,0.0860793221393121,0.115503278800834,NA,NA,8.09398539483529,2.77094257845212e-08,5.60442498950292,4651.67274128743,"Pearson's X^2: Rao & Scott adjustment"
"adr_score","idp_settlement","5","no",0.0307049826394999,NA,0.0229804468976729,0.0384295183813268,NA,NA,8.09398539483529,2.77094257845212e-08,5.60442498950292,4651.67274128743,"Pearson's X^2: Rao & Scott adjustment"
"adr_score","idp_settlement","6","no",0.0306837044223306,NA,0.0176676248357136,0.0436997840089475,NA,NA,8.09398539483529,2.77094257845212e-08,5.60442498950292,4651.67274128743,"Pearson's X^2: Rao & Scott adjustment"
"adr_score","idp_settlement","7","no",0.00879034940907153,NA,0.00421165737824244,0.0133690414399006,NA,NA,8.09398539483529,2.77094257845212e-08,5.60442498950292,4651.67274128743,"Pearson's X^2: Rao & Scott adjustment"
"adr_score","idp_settlement","8","no",0.710013451280168,NA,0.669855770362499,0.750171132197836,NA,NA,8.09398539483529,2.77094257845212e-08,5.60442498950292,4651.67274128743,"Pearson's X^2: Rao & Scott adjustment"
"adr_score","idp_settlement","1","yes",0.0387072656647241,NA,0.0274784261866617,0.0499361051427865,NA,NA,8.09398539483529,2.77094257845212e-08,5.60442498950292,4651.67274128743,"Pearson's X^2: Rao & Scott adjustment"
"adr_score","idp_settlement","2","yes",0.0114681201154178,NA,0.00581186480028608,0.0171243754305496,NA,NA,8.09398539483529,2.77094257845212e-08,5.60442498950292,4651.67274128743,"Pearson's X^2: Rao & Scott adjustment"
"adr_score","idp_settlement","3","yes",0.0100878829994644,NA,0.00555849101193521,0.0146172749869936,NA,NA,8.09398539483529,2.77094257845212e-08,5.60442498950292,4651.67274128743,"Pearson's X^2: Rao & Scott adjustment"
"adr_score","idp_settlement","4","yes",0.0622690079996257,NA,0.0495102272463441,0.0750277887529074,NA,NA,8.09398539483529,2.77094257845212e-08,5.60442498950292,4651.67274128743,"Pearson's X^2: Rao & Scott adjustment"
"adr_score","idp_settlement","5","yes",0.0193525695928399,NA,0.0118472933415924,0.0268578458440874,NA,NA,8.09398539483529,2.77094257845212e-08,5.60442498950292,4651.67274128743,"Pearson's X^2: Rao & Scott adjustment"
"adr_score","idp_settlement","6","yes",0.0195275895825258,NA,0.0113560210059346,0.0276991581591171,NA,NA,8.09398539483529,2.77094257845212e-08,5.60442498950292,4651.67274128743,"Pearson's X^2: Rao & Scott adjustment"
"adr_score","idp_settlement","7","yes",0.00405145278549076,NA,0.00148732435215286,0.00661558121882865,NA,NA,8.09398539483529,2.77094257845212e-08,5.60442498950292,4651.67274128743,"Pearson's X^2: Rao & Scott adjustment"
"adr_score","idp_settlement","8","yes",0.834536111259911,NA,0.809421200477141,0.859651022042682,NA,NA,8.09398539483529,2.77094257845212e-08,5.60442498950292,4651.67274128743,"Pearson's X^2: Rao & Scott adjustment"
"wdr_score","idp_settlement","1","no",0.00424978551653355,NA,0.000716992744152489,0.00778257828891461,NA,NA,2.94014171485904,0.0368161891565119,2.72162729558714,2258.95065533733,"Pearson's X^2: Rao & Scott adjustment"
"wdr_score","idp_settlement","3","no",0.00025989332953768,NA,-0.000290460161299506,0.000810246820374867,NA,NA,2.94014171485904,0.0368161891565119,2.72162729558714,2258.95065533733,"Pearson's X^2: Rao & Scott adjustment"
