"dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"msni","population_group","1","IDP",0.0413783390515948,NA,0.0110028558845419,0.0717538222186478,"statex7","somaliland"
"msni","population_group","2","IDP",0.776972674405507,NA,0.66600515589824,0.887940192912773,"statex7","somaliland"
"msni","population_group","3","IDP",0.181648986542898,NA,0.0774118842667231,0.285886088819074,"statex7","somaliland"
"msni","population_group","1","not_displaced",0.171777931391051,NA,0.0908840260706552,0.252671836711447,"statex7","somaliland"
"msni","population_group","2","not_displaced",0.756830871901124,NA,0.687147794600775,0.826513949201473,"statex7","somaliland"
"msni","population_group","3","not_displaced",0.0713911967078251,NA,0.035871119252451,0.106911274163199,"statex7","somaliland"
"pev_score","population_group","1","IDP",0.012142667067114,NA,0.000302896101958959,0.0239824380322691,"statex7","somaliland"
"pev_score","population_group","2","IDP",0.351553661910942,NA,0.266445521506708,0.436661802315175,"statex7","somaliland"
"pev_score","population_group","3","IDP",0.636303671021944,NA,0.550680068211405,0.721927273832484,"statex7","somaliland"
"pev_score","population_group","1","not_displaced",0.0253575718032295,NA,0.00435228329887621,0.0463628603075827,"statex7","somaliland"
"pev_score","population_group","2","not_displaced",0.813909474374152,NA,0.765667125559955,0.862151823188348,"statex7","somaliland"
"pev_score","population_group","3","not_displaced",0.160732953822619,NA,0.115820789622123,0.205645118023114,"statex7","somaliland"
"hhh_score","population_group","1","IDP",0.228822983085426,NA,0.068024918199365,0.389621047971487,"statex7","somaliland"
"hhh_score","population_group","2","IDP",0.635305649513369,NA,0.402498210877101,0.868113088149637,"statex7","somaliland"
"hhh_score","population_group","3","IDP",0.0109800465296815,NA,0.00133905544708856,0.0206210376122744,"statex7","somaliland"
"hhh_score","population_group","4","IDP",0.118794827789286,NA,0.0377991723762645,0.199790483202308,"statex7","somaliland"
"hhh_score","population_group","5","IDP",0.00609649308223698,NA,-0.00515189690388973,0.0173448830683637,"statex7","somaliland"
"hhh_score","population_group","1","not_displaced",0.207557097673086,NA,0.165421738788405,0.249692456557768,"statex7","somaliland"
"hhh_score","population_group","2","not_displaced",0.704092844626638,NA,0.651947689172945,0.756238000080332,"statex7","somaliland"
"hhh_score","population_group","3","not_displaced",0.0241756585703501,NA,0.0101411563650684,0.0382101607756318,"statex7","somaliland"
"hhh_score","population_group","4","not_displaced",0.0578591275196651,NA,0.0342902963232367,0.0814279587160935,"statex7","somaliland"
"hhh_score","population_group","5","not_displaced",0.00132847622665411,NA,-0.000616727761683212,0.00327368021499142,"statex7","somaliland"
"hhh_score","population_group","6","not_displaced",0.00497610834486304,NA,0.000905642991582479,0.00904657369814361,"statex7","somaliland"
"hhh_score","population_group","8","not_displaced",1.06870387429384e-05,NA,-1.09519497073054e-05,3.23260271931822e-05,"statex7","somaliland"
"primary_income_earner_score","population_group","1","IDP",0.607442860268419,NA,0.53023077079179,0.684654949745047,"statex7","somaliland"
